Code,Single,Level1,Level2,Level3,Level4
0010,135,9,9.1, ,
0011,135,9,9.1, , 
0019,135,9,9.1, , 
0020,135,9,9.1, , 
0021,135,9,9.1, , 
0022,135,9,9.1, , 
0023,135,9,9.1, , 
0029,135,9,9.1, , 
0030,135,9,9.1, , 
0031,2,1,1.1,1.1.2,1.1.2.5
00320,135,9,9.1, , 
00321,76,6,6.1,6.1.1, 
00322,122,8,8.1,8.1.1,8.1.1.2
00323,201,13,13.1, , 
00324,201,13,13.1, , 
00329,135,9,9.1, , 
0038,135,9,9.1, , 
0039,135,9,9.1, , 
0040,135,9,9.1, , 
0041,135,9,9.1, , 
0042,135,9,9.1, , 
0043,135,9,9.1, , 
0048,135,9,9.1, , 
0049,135,9,9.1, , 
0050,135,9,9.1, , 
0051,135,9,9.1, , 
0052,135,9,9.1, , 
0053,135,9,9.1, , 
0054,135,9,9.1, , 
0058,135,9,9.1, , 
00581,135,9,9.1, , 
00589,135,9,9.1, , 
0059,135,9,9.1, , 
0060,135,9,9.1, , 
0061,135,9,9.1, , 
0062,135,9,9.1, , 
0063,135,9,9.1, , 
0064,135,9,9.1, , 
0065,135,9,9.1, , 
0066,135,9,9.1, , 
0068,135,9,9.1, , 
0069,135,9,9.1, , 
0070,135,9,9.1, , 
0071,135,9,9.1, , 
0072,135,9,9.1, , 
0073,135,9,9.1, , 
0074,135,9,9.1, , 
0075,135,9,9.1, , 
0078,135,9,9.1, , 
0079,135,9,9.1, , 
0080,135,9,9.1, , 
00800,135,9,9.1, , 
00801,135,9,9.1, , 
00802,135,9,9.1, , 
00803,135,9,9.1, , 
00804,135,9,9.1, , 
00809,135,9,9.1, , 
0081,135,9,9.1, , 
0082,135,9,9.1, , 
0083,135,9,9.1, , 
00841,135,9,9.1, , 
00842,135,9,9.1, , 
00843,135,9,9.1, , 
00844,135,9,9.1, , 
00845,135,9,9.1, , 
00846,135,9,9.1, , 
00847,135,9,9.1, , 
00849,135,9,9.1, , 
0085,135,9,9.1, , 
0086,135,9,9.1, , 
00861,135,9,9.1, , 
00862,135,9,9.1, , 
00863,135,9,9.1, , 
00864,135,9,9.1, , 
00865,135,9,9.1, , 
00866,135,9,9.1, , 
00867,135,9,9.1, , 
00869,135,9,9.1, , 
0088,135,9,9.1, , 
0090,135,9,9.1, , 
0091,135,9,9.1, , 
0092,135,9,9.1, , 
0093,135,9,9.1, , 
01000,1,1,1.1,1.1.1, 
01001,1,1,1.1,1.1.1, 
01002,1,1,1.1,1.1.1, 
01003,1,1,1.1,1.1.1, 
01004,1,1,1.1,1.1.1, 
01005,1,1,1.1,1.1.1, 
01006,1,1,1.1,1.1.1, 
01010,1,1,1.1,1.1.1, 
01011,1,1,1.1,1.1.1, 
01012,1,1,1.1,1.1.1, 
01013,1,1,1.1,1.1.1, 
01014,1,1,1.1,1.1.1, 
01015,1,1,1.1,1.1.1, 
01016,1,1,1.1,1.1.1, 
01080,1,1,1.1,1.1.1, 
01081,1,1,1.1,1.1.1, 
01082,1,1,1.1,1.1.1, 
01083,1,1,1.1,1.1.1, 
01084,1,1,1.1,1.1.1, 
01085,1,1,1.1,1.1.1, 
01086,1,1,1.1,1.1.1, 
01090,1,1,1.1,1.1.1, 
01091,1,1,1.1,1.1.1, 
01092,1,1,1.1,1.1.1, 
01093,1,1,1.1,1.1.1, 
01094,1,1,1.1,1.1.1, 
01095,1,1,1.1,1.1.1, 
01096,1,1,1.1,1.1.1, 
01100,1,1,1.1,1.1.1, 
01101,1,1,1.1,1.1.1, 
01102,1,1,1.1,1.1.1, 
01103,1,1,1.1,1.1.1, 
01104,1,1,1.1,1.1.1, 
01105,1,1,1.1,1.1.1, 
01106,1,1,1.1,1.1.1, 
01110,1,1,1.1,1.1.1, 
01111,1,1,1.1,1.1.1, 
01112,1,1,1.1,1.1.1, 
01113,1,1,1.1,1.1.1, 
01114,1,1,1.1,1.1.1, 
01115,1,1,1.1,1.1.1, 
01116,1,1,1.1,1.1.1, 
01120,1,1,1.1,1.1.1, 
01121,1,1,1.1,1.1.1, 
01122,1,1,1.1,1.1.1, 
01123,1,1,1.1,1.1.1, 
01124,1,1,1.1,1.1.1, 
01125,1,1,1.1,1.1.1, 
01126,1,1,1.1,1.1.1, 
01130,1,1,1.1,1.1.1, 
01131,1,1,1.1,1.1.1, 
01132,1,1,1.1,1.1.1, 
01133,1,1,1.1,1.1.1, 
01134,1,1,1.1,1.1.1, 
01135,1,1,1.1,1.1.1, 
01136,1,1,1.1,1.1.1, 
01140,1,1,1.1,1.1.1, 
01141,1,1,1.1,1.1.1, 
01142,1,1,1.1,1.1.1, 
01143,1,1,1.1,1.1.1, 
01144,1,1,1.1,1.1.1, 
01145,1,1,1.1,1.1.1, 
01146,1,1,1.1,1.1.1, 
01150,1,1,1.1,1.1.1, 
01151,1,1,1.1,1.1.1, 
01152,1,1,1.1,1.1.1, 
01153,1,1,1.1,1.1.1, 
01154,1,1,1.1,1.1.1, 
01155,1,1,1.1,1.1.1, 
01156,1,1,1.1,1.1.1, 
01160,1,1,1.1,1.1.1, 
01161,1,1,1.1,1.1.1, 
01162,1,1,1.1,1.1.1, 
01163,1,1,1.1,1.1.1, 
01164,1,1,1.1,1.1.1, 
01165,1,1,1.1,1.1.1, 
01166,1,1,1.1,1.1.1, 
01170,1,1,1.1,1.1.1, 
01171,1,1,1.1,1.1.1, 
01172,1,1,1.1,1.1.1, 
01173,1,1,1.1,1.1.1, 
01174,1,1,1.1,1.1.1, 
01175,1,1,1.1,1.1.1, 
01176,1,1,1.1,1.1.1, 
01180,1,1,1.1,1.1.1, 
01181,1,1,1.1,1.1.1, 
01182,1,1,1.1,1.1.1, 
01183,1,1,1.1,1.1.1, 
01184,1,1,1.1,1.1.1, 
01185,1,1,1.1,1.1.1, 
01186,1,1,1.1,1.1.1, 
01190,1,1,1.1,1.1.1, 
01191,1,1,1.1,1.1.1, 
01192,1,1,1.1,1.1.1, 
01193,1,1,1.1,1.1.1, 
01194,1,1,1.1,1.1.1, 
01195,1,1,1.1,1.1.1, 
01196,1,1,1.1,1.1.1, 
01200,1,1,1.1,1.1.1, 
01201,1,1,1.1,1.1.1, 
01202,1,1,1.1,1.1.1, 
01203,1,1,1.1,1.1.1, 
01204,1,1,1.1,1.1.1, 
01205,1,1,1.1,1.1.1, 
01206,1,1,1.1,1.1.1, 
01210,1,1,1.1,1.1.1, 
01211,1,1,1.1,1.1.1, 
01212,1,1,1.1,1.1.1, 
01213,1,1,1.1,1.1.1, 
01214,1,1,1.1,1.1.1, 
01215,1,1,1.1,1.1.1, 
01216,1,1,1.1,1.1.1, 
01220,1,1,1.1,1.1.1, 
01221,1,1,1.1,1.1.1, 
01222,1,1,1.1,1.1.1, 
01223,1,1,1.1,1.1.1, 
01224,1,1,1.1,1.1.1, 
01225,1,1,1.1,1.1.1, 
01226,1,1,1.1,1.1.1, 
01230,1,1,1.1,1.1.1, 
01231,1,1,1.1,1.1.1, 
01232,1,1,1.1,1.1.1, 
01233,1,1,1.1,1.1.1, 
01234,1,1,1.1,1.1.1, 
01235,1,1,1.1,1.1.1, 
01236,1,1,1.1,1.1.1, 
01280,1,1,1.1,1.1.1, 
01281,1,1,1.1,1.1.1, 
01282,1,1,1.1,1.1.1, 
01283,1,1,1.1,1.1.1, 
01284,1,1,1.1,1.1.1, 
01285,1,1,1.1,1.1.1, 
01286,1,1,1.1,1.1.1, 
01300,1,1,1.1,1.1.1, 
01301,1,1,1.1,1.1.1, 
01302,1,1,1.1,1.1.1, 
01303,1,1,1.1,1.1.1, 
01304,1,1,1.1,1.1.1, 
01305,1,1,1.1,1.1.1, 
01306,1,1,1.1,1.1.1, 
01310,1,1,1.1,1.1.1, 
01311,1,1,1.1,1.1.1, 
01312,1,1,1.1,1.1.1, 
01313,1,1,1.1,1.1.1, 
01314,1,1,1.1,1.1.1, 
01315,1,1,1.1,1.1.1, 
01316,1,1,1.1,1.1.1, 
01320,1,1,1.1,1.1.1, 
01321,1,1,1.1,1.1.1, 
01322,1,1,1.1,1.1.1, 
01323,1,1,1.1,1.1.1, 
01324,1,1,1.1,1.1.1, 
01325,1,1,1.1,1.1.1, 
01326,1,1,1.1,1.1.1, 
01330,1,1,1.1,1.1.1, 
01331,1,1,1.1,1.1.1, 
01332,1,1,1.1,1.1.1, 
01333,1,1,1.1,1.1.1, 
01334,1,1,1.1,1.1.1, 
01335,1,1,1.1,1.1.1, 
01336,1,1,1.1,1.1.1, 
01340,1,1,1.1,1.1.1, 
01341,1,1,1.1,1.1.1, 
01342,1,1,1.1,1.1.1, 
01343,1,1,1.1,1.1.1, 
01344,1,1,1.1,1.1.1, 
01345,1,1,1.1,1.1.1, 
01346,1,1,1.1,1.1.1, 
01350,1,1,1.1,1.1.1, 
01351,1,1,1.1,1.1.1, 
01352,1,1,1.1,1.1.1, 
01353,1,1,1.1,1.1.1, 
01354,1,1,1.1,1.1.1, 
01355,1,1,1.1,1.1.1, 
01356,1,1,1.1,1.1.1, 
01360,1,1,1.1,1.1.1, 
01361,1,1,1.1,1.1.1, 
01362,1,1,1.1,1.1.1, 
01363,1,1,1.1,1.1.1, 
01364,1,1,1.1,1.1.1, 
01365,1,1,1.1,1.1.1, 
01366,1,1,1.1,1.1.1, 
01380,1,1,1.1,1.1.1, 
01381,1,1,1.1,1.1.1, 
01382,1,1,1.1,1.1.1, 
01383,1,1,1.1,1.1.1, 
01384,1,1,1.1,1.1.1, 
01385,1,1,1.1,1.1.1, 
01386,1,1,1.1,1.1.1, 
01390,1,1,1.1,1.1.1, 
01391,1,1,1.1,1.1.1, 
01392,1,1,1.1,1.1.1, 
01393,1,1,1.1,1.1.1, 
01394,1,1,1.1,1.1.1, 
01395,1,1,1.1,1.1.1, 
01396,1,1,1.1,1.1.1, 
01400,1,1,1.1,1.1.1, 
01401,1,1,1.1,1.1.1, 
01402,1,1,1.1,1.1.1, 
01403,1,1,1.1,1.1.1, 
01404,1,1,1.1,1.1.1, 
01405,1,1,1.1,1.1.1, 
01406,1,1,1.1,1.1.1, 
01480,1,1,1.1,1.1.1, 
01481,1,1,1.1,1.1.1, 
01482,1,1,1.1,1.1.1, 
01483,1,1,1.1,1.1.1, 
01484,1,1,1.1,1.1.1, 
01485,1,1,1.1,1.1.1, 
01486,1,1,1.1,1.1.1, 
01500,1,1,1.1,1.1.1, 
01501,1,1,1.1,1.1.1, 
01502,1,1,1.1,1.1.1, 
01503,1,1,1.1,1.1.1, 
01504,1,1,1.1,1.1.1, 
01505,1,1,1.1,1.1.1, 
01506,1,1,1.1,1.1.1, 
01510,1,1,1.1,1.1.1, 
01511,1,1,1.1,1.1.1, 
01512,1,1,1.1,1.1.1, 
01513,1,1,1.1,1.1.1, 
01514,1,1,1.1,1.1.1, 
01515,1,1,1.1,1.1.1, 
01516,1,1,1.1,1.1.1, 
01520,1,1,1.1,1.1.1, 
01521,1,1,1.1,1.1.1, 
01522,1,1,1.1,1.1.1, 
01523,1,1,1.1,1.1.1, 
01524,1,1,1.1,1.1.1, 
01525,1,1,1.1,1.1.1, 
01526,1,1,1.1,1.1.1, 
01550,1,1,1.1,1.1.1, 
01551,1,1,1.1,1.1.1, 
01552,1,1,1.1,1.1.1, 
01553,1,1,1.1,1.1.1, 
01554,1,1,1.1,1.1.1, 
01555,1,1,1.1,1.1.1, 
01556,1,1,1.1,1.1.1, 
01560,1,1,1.1,1.1.1, 
01561,1,1,1.1,1.1.1, 
01562,1,1,1.1,1.1.1, 
01563,1,1,1.1,1.1.1, 
01564,1,1,1.1,1.1.1, 
01565,1,1,1.1,1.1.1, 
01566,1,1,1.1,1.1.1, 
01570,1,1,1.1,1.1.1, 
01571,1,1,1.1,1.1.1, 
01572,1,1,1.1,1.1.1, 
01573,1,1,1.1,1.1.1, 
01574,1,1,1.1,1.1.1, 
01575,1,1,1.1,1.1.1, 
01576,1,1,1.1,1.1.1, 
01580,1,1,1.1,1.1.1, 
01581,1,1,1.1,1.1.1, 
01582,1,1,1.1,1.1.1, 
01583,1,1,1.1,1.1.1, 
01584,1,1,1.1,1.1.1, 
01585,1,1,1.1,1.1.1, 
01586,1,1,1.1,1.1.1, 
01590,1,1,1.1,1.1.1, 
01591,1,1,1.1,1.1.1, 
01592,1,1,1.1,1.1.1, 
01593,1,1,1.1,1.1.1, 
01594,1,1,1.1,1.1.1, 
01595,1,1,1.1,1.1.1, 
01596,1,1,1.1,1.1.1, 
01600,1,1,1.1,1.1.1, 
01601,1,1,1.1,1.1.1, 
01602,1,1,1.1,1.1.1, 
01603,1,1,1.1,1.1.1, 
01604,1,1,1.1,1.1.1, 
01605,1,1,1.1,1.1.1, 
01606,1,1,1.1,1.1.1, 
01610,1,1,1.1,1.1.1, 
01611,1,1,1.1,1.1.1, 
01612,1,1,1.1,1.1.1, 
01613,1,1,1.1,1.1.1, 
01614,1,1,1.1,1.1.1, 
01615,1,1,1.1,1.1.1, 
01616,1,1,1.1,1.1.1, 
01620,1,1,1.1,1.1.1, 
01621,1,1,1.1,1.1.1, 
01622,1,1,1.1,1.1.1, 
01623,1,1,1.1,1.1.1, 
01624,1,1,1.1,1.1.1, 
01625,1,1,1.1,1.1.1, 
01626,1,1,1.1,1.1.1, 
01630,1,1,1.1,1.1.1, 
01631,1,1,1.1,1.1.1, 
01632,1,1,1.1,1.1.1, 
01633,1,1,1.1,1.1.1, 
01634,1,1,1.1,1.1.1, 
01635,1,1,1.1,1.1.1, 
01636,1,1,1.1,1.1.1, 
01640,1,1,1.1,1.1.1, 
01641,1,1,1.1,1.1.1, 
01642,1,1,1.1,1.1.1, 
01643,1,1,1.1,1.1.1, 
01644,1,1,1.1,1.1.1, 
01645,1,1,1.1,1.1.1, 
01646,1,1,1.1,1.1.1, 
01650,1,1,1.1,1.1.1, 
01651,1,1,1.1,1.1.1, 
01652,1,1,1.1,1.1.1, 
01653,1,1,1.1,1.1.1, 
01654,1,1,1.1,1.1.1, 
01655,1,1,1.1,1.1.1, 
01656,1,1,1.1,1.1.1, 
01660,1,1,1.1,1.1.1, 
01661,1,1,1.1,1.1.1, 
01662,1,1,1.1,1.1.1, 
01663,1,1,1.1,1.1.1, 
01664,1,1,1.1,1.1.1, 
01665,1,1,1.1,1.1.1, 
01666,1,1,1.1,1.1.1, 
01670,1,1,1.1,1.1.1, 
01671,1,1,1.1,1.1.1, 
01672,1,1,1.1,1.1.1, 
01673,1,1,1.1,1.1.1, 
01674,1,1,1.1,1.1.1, 
01675,1,1,1.1,1.1.1, 
01676,1,1,1.1,1.1.1, 
01690,1,1,1.1,1.1.1, 
01691,1,1,1.1,1.1.1, 
01692,1,1,1.1,1.1.1, 
01693,1,1,1.1,1.1.1, 
01694,1,1,1.1,1.1.1, 
01695,1,1,1.1,1.1.1, 
01696,1,1,1.1,1.1.1, 
01700,1,1,1.1,1.1.1, 
01701,1,1,1.1,1.1.1, 
01702,1,1,1.1,1.1.1, 
01703,1,1,1.1,1.1.1, 
01704,1,1,1.1,1.1.1, 
01705,1,1,1.1,1.1.1, 
01706,1,1,1.1,1.1.1, 
01710,1,1,1.1,1.1.1, 
01711,1,1,1.1,1.1.1, 
01712,1,1,1.1,1.1.1, 
01713,1,1,1.1,1.1.1, 
01714,1,1,1.1,1.1.1, 
01715,1,1,1.1,1.1.1, 
01716,1,1,1.1,1.1.1, 
01720,1,1,1.1,1.1.1, 
01721,1,1,1.1,1.1.1, 
01722,1,1,1.1,1.1.1, 
01723,1,1,1.1,1.1.1, 
01724,1,1,1.1,1.1.1, 
01725,1,1,1.1,1.1.1, 
01726,1,1,1.1,1.1.1, 
01730,1,1,1.1,1.1.1, 
01731,1,1,1.1,1.1.1, 
01732,1,1,1.1,1.1.1, 
01733,1,1,1.1,1.1.1, 
01734,1,1,1.1,1.1.1, 
01735,1,1,1.1,1.1.1, 
01736,1,1,1.1,1.1.1, 
01740,1,1,1.1,1.1.1, 
01741,1,1,1.1,1.1.1, 
01742,1,1,1.1,1.1.1, 
01743,1,1,1.1,1.1.1, 
01744,1,1,1.1,1.1.1, 
01745,1,1,1.1,1.1.1, 
01746,1,1,1.1,1.1.1, 
01750,1,1,1.1,1.1.1, 
01751,1,1,1.1,1.1.1, 
01752,1,1,1.1,1.1.1, 
01753,1,1,1.1,1.1.1, 
01754,1,1,1.1,1.1.1, 
01755,1,1,1.1,1.1.1, 
01756,1,1,1.1,1.1.1, 
01760,1,1,1.1,1.1.1, 
01761,1,1,1.1,1.1.1, 
01762,1,1,1.1,1.1.1, 
01763,1,1,1.1,1.1.1, 
01764,1,1,1.1,1.1.1, 
01765,1,1,1.1,1.1.1, 
01766,1,1,1.1,1.1.1, 
01770,1,1,1.1,1.1.1, 
01771,1,1,1.1,1.1.1, 
01772,1,1,1.1,1.1.1, 
01773,1,1,1.1,1.1.1, 
01774,1,1,1.1,1.1.1, 
01775,1,1,1.1,1.1.1, 
01776,1,1,1.1,1.1.1, 
01780,1,1,1.1,1.1.1, 
01781,1,1,1.1,1.1.1, 
01782,1,1,1.1,1.1.1, 
01783,1,1,1.1,1.1.1, 
01784,1,1,1.1,1.1.1, 
01785,1,1,1.1,1.1.1, 
01786,1,1,1.1,1.1.1, 
01790,1,1,1.1,1.1.1, 
01791,1,1,1.1,1.1.1, 
01792,1,1,1.1,1.1.1, 
01793,1,1,1.1,1.1.1, 
01794,1,1,1.1,1.1.1, 
01795,1,1,1.1,1.1.1, 
01796,1,1,1.1,1.1.1, 
01800,1,1,1.1,1.1.1, 
01801,1,1,1.1,1.1.1, 
01802,1,1,1.1,1.1.1, 
01803,1,1,1.1,1.1.1, 
01804,1,1,1.1,1.1.1, 
01805,1,1,1.1,1.1.1, 
01806,1,1,1.1,1.1.1, 
01880,1,1,1.1,1.1.1, 
01881,1,1,1.1,1.1.1, 
01882,1,1,1.1,1.1.1, 
01883,1,1,1.1,1.1.1, 
01884,1,1,1.1,1.1.1, 
01885,1,1,1.1,1.1.1, 
01886,1,1,1.1,1.1.1, 
01890,1,1,1.1,1.1.1, 
01891,1,1,1.1,1.1.1, 
01892,1,1,1.1,1.1.1, 
01893,1,1,1.1,1.1.1, 
01894,1,1,1.1,1.1.1, 
01895,1,1,1.1,1.1.1, 
01896,1,1,1.1,1.1.1, 
0200,3,1,1.1,1.1.4, 
0201,197,12,12.1,12.1.2, 
0202,2,1,1.1,1.1.2,1.1.2.5
0203,122,8,8.1,8.1.1,8.1.1.2
0204,122,8,8.1,8.1.1,8.1.1.2
0205,122,8,8.1,8.1.1,8.1.1.2
0208,3,1,1.1,1.1.4, 
0209,3,1,1.1,1.1.4, 
0210,197,12,12.1,12.1.2, 
0211,135,9,9.1, , 
0212,122,8,8.1,8.1.1,8.1.1.2
0213,90,6,6.7,6.7.5, 
0218,3,1,1.1,1.1.4, 
0219,3,1,1.1,1.1.4, 
0220,197,12,12.1,12.1.2, 
0221,122,8,8.1,8.1.1,8.1.1.2
0222,135,9,9.1, , 
0223,2,1,1.1,1.1.2,1.1.2.5
0228,3,1,1.1,1.1.4, 
0229,3,1,1.1,1.1.4, 
0230,3,1,1.1,1.1.4, 
0231,3,1,1.1,1.1.4, 
0232,3,1,1.1,1.1.4, 
0233,3,1,1.1,1.1.4, 
0238,3,1,1.1,1.1.4, 
0239,3,1,1.1,1.1.4, 
024,3,1,1.1,1.1.4, 
025,3,1,1.1,1.1.4, 
0260,3,1,1.1,1.1.4, 
0261,201,13,13.1, , 
0269,3,1,1.1,1.1.4, 
0270,3,1,1.1,1.1.4, 
0271,3,1,1.1,1.1.4, 
0272,3,1,1.1,1.1.4, 
0278,3,1,1.1,1.1.4, 
0279,3,1,1.1,1.1.4, 
0300,3,1,1.1,1.1.4, 
0301,3,1,1.1,1.1.4, 
0302,3,1,1.1,1.1.4, 
0303,3,1,1.1,1.1.4, 
0308,3,1,1.1,1.1.4, 
0309,3,1,1.1,1.1.4, 
0310,122,8,8.1,8.1.1,8.1.1.2
0311,197,12,12.1,12.1.2, 
0312,3,1,1.1,1.1.4, 
0318,3,1,1.1,1.1.4, 
0319,3,1,1.1,1.1.4, 
0320,126,8,8.1,8.1.5,8.1.5.4
0321,126,8,8.1,8.1.5,8.1.5.4
0322,126,8,8.1,8.1.5,8.1.5.4
0323,126,8,8.1,8.1.5,8.1.5.4
03281,90,6,6.7,6.7.5, 
03282,97,7,7.2,7.2.2,7.2.2.2
03283,148,9,9.6,9.6.6, 
03284,159,10,10.1,10.1.4,10.1.4.2
03285,197,12,12.1,12.1.2, 
03289,3,1,1.1,1.1.4, 
0329,3,1,1.1,1.1.4, 
0330,3,1,1.1,1.1.4, 
0331,3,1,1.1,1.1.4, 
0338,3,1,1.1,1.1.4, 
0339,3,1,1.1,1.1.4, 
0340,126,8,8.1,8.1.5,8.1.5.4
0341,3,1,1.1,1.1.4, 
035,197,12,12.1,12.1.2, 
0360,76,6,6.1,6.1.1, 
0361,77,6,6.1,6.1.2, 
0362,2,1,1.1,1.1.2,1.1.2.5
0363,3,1,1.1,1.1.4, 
03640,97,7,7.2,7.2.2,7.2.2.2
03641,97,7,7.2,7.2.2,7.2.2.2
03642,97,7,7.2,7.2.2,7.2.2.2
03643,97,7,7.2,7.2.2,7.2.2.2
03681,3,1,1.1,1.1.4, 
03682,201,13,13.1, , 
03689,3,1,1.1,1.1.4, 
0369,3,1,1.1,1.1.4, 
037,3,1,1.1,1.1.4, 
0380,2,1,1.1,1.1.2,1.1.2.1
0381,2,1,1.1,1.1.2,1.1.2.2
03810,2,1,1.1,1.1.2,1.1.2.2
03811,2,1,1.1,1.1.2,1.1.2.2
03812,2,1,1.1,1.1.2,1.1.2.2
03819,2,1,1.1,1.1.2,1.1.2.2
0382,2,1,1.1,1.1.2,1.1.2.5
0383,2,1,1.1,1.1.2,1.1.2.5
03840,2,1,1.1,1.1.2,1.1.2.4
03841,2,1,1.1,1.1.2,1.1.2.4
03842,2,1,1.1,1.1.2,1.1.2.3
03843,2,1,1.1,1.1.2,1.1.2.4
03844,2,1,1.1,1.1.2,1.1.2.4
03849,2,1,1.1,1.1.2,1.1.2.4
0388,2,1,1.1,1.1.2,1.1.2.6
0389,2,1,1.1,1.1.2,1.1.2.6
0390,197,12,12.1,12.1.2, 
0391,122,8,8.1,8.1.1,8.1.1.2
0392,3,1,1.1,1.1.4, 
0393,3,1,1.1,1.1.4, 
0394,3,1,1.1,1.1.4, 
0398,3,1,1.1,1.1.4, 
0399,3,1,1.1,1.1.4, 
0400,3,1,1.1,1.1.4, 
0401,3,1,1.1,1.1.4, 
0402,3,1,1.1,1.1.4, 
0403,3,1,1.1,1.1.4, 
04041,224,15,15.7,15.7.2, 
04042,3,1,1.1,1.1.4, 
04081,3,1,1.1,1.1.4, 
04082,3,1,1.1,1.1.4, 
04089,3,1,1.1,1.1.4, 
0410,3,1,1.1,1.1.4, 
04100,3,1,1.1,1.1.4, 
04101,3,1,1.1,1.1.4, 
04102,3,1,1.1,1.1.4, 
04103,3,1,1.1,1.1.4, 
04104,3,1,1.1,1.1.4, 
04105,3,1,1.1,1.1.4, 
04109,3,1,1.1,1.1.4, 
0411,3,1,1.1,1.1.4, 
04110,3,1,1.1,1.1.4, 
04111,3,1,1.1,1.1.4, 
04112,3,1,1.1,1.1.4, 
04119,3,1,1.1,1.1.4, 
0412,3,1,1.1,1.1.4, 
0413,3,1,1.1,1.1.4, 
0414,3,1,1.1,1.1.4, 
04141,3,1,1.1,1.1.4, 
04142,3,1,1.1,1.1.4, 
04143,3,1,1.1,1.1.4, 
04149,3,1,1.1,1.1.4, 
0415,3,1,1.1,1.1.4, 
0416,3,1,1.1,1.1.4, 
0417,3,1,1.1,1.1.4, 
0418,3,1,1.1,1.1.4, 
04181,3,1,1.1,1.1.4, 
04182,3,1,1.1,1.1.4, 
04183,3,1,1.1,1.1.4, 
04184,3,1,1.1,1.1.4, 
04185,3,1,1.1,1.1.4, 
04186,3,1,1.1,1.1.4, 
04189,3,1,1.1,1.1.4, 
0419,3,1,1.1,1.1.4, 
042,5,1,1.3,1.3.1, 
0420,5,1,1.3,1.3.1, 
0421,5,1,1.3,1.3.1, 
0422,5,1,1.3,1.3.1, 
0429,5,1,1.3,1.3.1, 
0430,5,1,1.3,1.3.1, 
0431,5,1,1.3,1.3.1, 
0432,5,1,1.3,1.3.1, 
0433,5,1,1.3,1.3.1, 
0439,5,1,1.3,1.3.1, 
0440,5,1,1.3,1.3.1, 
0449,5,1,1.3,1.3.1, 
04500,78,6,6.1,6.1.3, 
04501,78,6,6.1,6.1.3, 
04502,78,6,6.1,6.1.3, 
04503,78,6,6.1,6.1.3, 
04510,78,6,6.1,6.1.3, 
04511,78,6,6.1,6.1.3, 
04512,78,6,6.1,6.1.3, 
04513,78,6,6.1,6.1.3, 
04520,78,6,6.1,6.1.3, 
04521,78,6,6.1,6.1.3, 
04522,78,6,6.1,6.1.3, 
04523,78,6,6.1,6.1.3, 
04590,78,6,6.1,6.1.3, 
04591,78,6,6.1,6.1.3, 
04592,78,6,6.1,6.1.3, 
04593,78,6,6.1,6.1.3, 
0460,78,6,6.1,6.1.3, 
0461,78,6,6.1,6.1.3, 
04611,78,6,6.1,6.1.3, 
04619,78,6,6.1,6.1.3, 
0462,77,6,6.1,6.1.2, 
0463,78,6,6.1,6.1.3, 
04671,78,6,6.1,6.1.3, 
04672,78,6,6.1,6.1.3, 
04679,78,6,6.1,6.1.3, 
0468,78,6,6.1,6.1.3, 
0469,78,6,6.1,6.1.3, 
0470,76,6,6.1,6.1.1, 
0471,76,6,6.1,6.1.1, 
0478,76,6,6.1,6.1.1, 
0479,76,6,6.1,6.1.1, 
048,78,6,6.1,6.1.3, 
0490,76,6,6.1,6.1.1, 
0491,76,6,6.1,6.1.1, 
0498,77,6,6.1,6.1.2, 
0499,77,6,6.1,6.1.2, 
0500,7,1,1.3,1.3.3,1.3.3.3
0501,7,1,1.3,1.3.3,1.3.3.3
0502,7,1,1.3,1.3.3,1.3.3.3
0509,7,1,1.3,1.3.3,1.3.3.3
0510,7,1,1.3,1.3.3,1.3.3.3
05101,7,1,1.3,1.3.3,1.3.3.3
05102,7,1,1.3,1.3.3,1.3.3.3
0511,7,1,1.3,1.3.3,1.3.3.3
0512,7,1,1.3,1.3.3,1.3.3.3
0519,7,1,1.3,1.3.3,1.3.3.3
0520,77,6,6.1,6.1.2, 
0521,122,8,8.1,8.1.1,8.1.1.4
0522,7,1,1.3,1.3.3,1.3.3.3
0527,7,1,1.3,1.3.3,1.3.3.3
0528,7,1,1.3,1.3.3,1.3.3.3
0529,7,1,1.3,1.3.3,1.3.3.3
0530,76,6,6.1,6.1.1, 
05310,7,1,1.3,1.3.3,1.3.3.1
05311,7,1,1.3,1.3.3,1.3.3.1
05312,7,1,1.3,1.3.3,1.3.3.1
05313,7,1,1.3,1.3.3,1.3.3.1
05314,7,1,1.3,1.3.3,1.3.3.1
05319,7,1,1.3,1.3.3,1.3.3.1
05320,90,6,6.7,6.7.5, 
05321,90,6,6.7,6.7.5, 
05322,90,6,6.7,6.7.5, 
05329,90,6,6.7,6.7.5, 
05371,7,1,1.3,1.3.3,1.3.3.1
05379,7,1,1.3,1.3.3,1.3.3.1
0538,7,1,1.3,1.3.3,1.3.3.1
0539,7,1,1.3,1.3.3,1.3.3.1
0540,7,1,1.3,1.3.3,1.3.3.2
05410,7,1,1.3,1.3.3,1.3.3.2
05411,7,1,1.3,1.3.3,1.3.3.2
05412,7,1,1.3,1.3.3,1.3.3.2
05413,7,1,1.3,1.3.3,1.3.3.2
05419,7,1,1.3,1.3.3,1.3.3.2
0542,7,1,1.3,1.3.3,1.3.3.2
0543,77,6,6.1,6.1.2, 
05440,90,6,6.7,6.7.5, 
05441,90,6,6.7,6.7.5, 
05442,90,6,6.7,6.7.5, 
