Code,Single,Level1,Level2
A000,135,9,9.1
A001,135,9,9.1
A009,135,9,9.1
A0100,135,9,9.1
A0101,76,6,6.1
A0102,3,1,1.1
A0103,122,8,8.1
A0104,201,13,13.1
A0105,201,13,13.1
A0109,135,9,9.1
A011,135,9,9.1
A012,135,9,9.1
A013,135,9,9.1
A014,135,9,9.1
A020,135,9,9.1
A021,2,1,1.1
A0220,135,9,9.1
A0221,76,6,6.1
A0222,122,8,8.1
A0223,201,13,13.1
A0224,201,13,13.1
A0225,135,9,9.1
A0229,135,9,9.1
A028,135,9,9.1
A029,135,9,9.1
A030,135,9,9.1
A031,135,9,9.1
A032,135,9,9.1
A033,135,9,9.1
A038,135,9,9.1
A039,135,9,9.1
A040,135,9,9.1
A041,135,9,9.1
A042,135,9,9.1
A043,135,9,9.1
A044,135,9,9.1
A045,135,9,9.1
A046,135,9,9.1
A047,135,9,9.1
A0471,135,9,9.1
A0472,135,9,9.1
A048,135,9,9.1
A049,135,9,9.1
A050,135,9,9.1
A051,135,9,9.1
A052,135,9,9.1
A053,135,9,9.1
A054,135,9,9.1
A055,135,9,9.1
A058,135,9,9.1
A059,135,9,9.1
A060,135,9,9.1
A061,135,9,9.1
A062,135,9,9.1
A063,135,9,9.1
A064,135,9,9.1
A065,135,9,9.1
A066,135,9,9.1
A067,135,9,9.1
A0681,135,9,9.1
A0682,135,9,9.1
A0689,135,9,9.1
A069,135,9,9.1
A070,135,9,9.1
A071,135,9,9.1
A072,135,9,9.1
A073,135,9,9.1
A074,135,9,9.1
A078,135,9,9.1
A079,135,9,9.1
A080,135,9,9.1
A0811,135,9,9.1
A0819,135,9,9.1
A082,135,9,9.1
A0831,135,9,9.1
A0832,135,9,9.1
A0839,135,9,9.1
A084,135,9,9.1
A088,135,9,9.1
A09,135,9,9.1
A150,1,1,1.1
A154,1,1,1.1
A155,1,1,1.1
A156,1,1,1.1
A157,1,1,1.1
A158,1,1,1.1
A159,1,1,1.1
A170,1,1,1.1
A171,1,1,1.1
A1781,1,1,1.1
A1782,1,1,1.1
A1783,1,1,1.1
A1789,1,1,1.1
A179,1,1,1.1
A1801,1,1,1.1
A1802,1,1,1.1
A1803,1,1,1.1
A1809,1,1,1.1
A1810,1,1,1.1
A1811,1,1,1.1
A1812,1,1,1.1
A1813,1,1,1.1
A1814,1,1,1.1
A1815,1,1,1.1
A1816,1,1,1.1
A1817,1,1,1.1
A1818,1,1,1.1
A182,1,1,1.1
A1831,1,1,1.1
A1832,1,1,1.1
A1839,1,1,1.1
A184,1,1,1.1
A1850,1,1,1.1
A1851,1,1,1.1
A1852,1,1,1.1
A1853,1,1,1.1
A1854,1,1,1.1
A1859,1,1,1.1
A186,1,1,1.1
A187,1,1,1.1
A1881,1,1,1.1
A1882,1,1,1.1
A1883,1,1,1.1
A1884,1,1,1.1
A1885,1,1,1.1
A1889,1,1,1.1
A190,1,1,1.1
A191,1,1,1.1
A192,1,1,1.1
A198,1,1,1.1
A199,1,1,1.1
A200,3,1,1.1
A201,197,12,12.1
A202,122,8,8.1
A203,76,6,6.1
A207,2,1,1.1
A208,3,1,1.1
A209,3,1,1.1
A210,197,12,12.1
A211,90,6,6.7
A212,122,8,8.1
A213,135,9,9.1
A217,3,1,1.1
A218,3,1,1.1
A219,3,1,1.1
A220,197,12,12.1
A221,122,8,8.1
A222,135,9,9.1
A227,2,1,1.1
A228,3,1,1.1
A229,3,1,1.1
A230,3,1,1.1
A231,3,1,1.1
A232,3,1,1.1
A233,3,1,1.1
A238,3,1,1.1
A239,3,1,1.1
A240,3,1,1.1
A241,3,1,1.1
A242,3,1,1.1
A243,3,1,1.1
A249,3,1,1.1
A250,3,1,1.1
A251,3,1,1.1
A259,3,1,1.1
A260,3,1,1.1
A267,2,1,1.1
A268,3,1,1.1
A269,3,1,1.1
A270,8,1,1.4
A2781,76,6,6.1
A2789,3,1,1.1
A279,8,1,1.4
A280,3,1,1.1
A281,3,1,1.1
A282,3,1,1.1
A288,3,1,1.1
A289,3,1,1.1
A300,3,1,1.1
A301,3,1,1.1
A302,3,1,1.1
A303,3,1,1.1
A304,3,1,1.1
A305,3,1,1.1
A308,3,1,1.1
A309,3,1,1.1
A310,122,8,8.1
A311,197,12,12.1
A312,3,1,1.1
A318,3,1,1.1
A319,3,1,1.1
A320,3,1,1.1
A3211,76,6,6.1
A3212,77,6,6.1
A327,2,1,1.1
A3281,3,1,1.1
A3282,3,1,1.1
A3289,3,1,1.1
A329,3,1,1.1
A33,224,15,15.7
A34,195,11,11.6
A35,3,1,1.1
A360,126,8,8.1
A361,126,8,8.1
A362,126,8,8.1
A363,197,12,12.1
A3681,97,7,7.2
A3682,3,1,1.1
A3683,3,1,1.1
A3684,3,1,1.1
A3685,159,10,10.1
A3686,90,6,6.7
A3689,3,1,1.1
A369,3,1,1.1
A3700,3,1,1.1
A3701,122,8,8.1
A3710,3,1,1.1
A3711,122,8,8.1
A3780,3,1,1.1
A3781,3,1,1.1
A3790,3,1,1.1
A3791,3,1,1.1
A380,3,1,1.1
A381,97,7,7.2
A388,3,1,1.1
A389,3,1,1.1
A390,76,6,6.1
A391,3,1,1.1
A392,2,1,1.1
A393,2,1,1.1
A394,2,1,1.1
A3950,97,7,7.2
A3951,97,7,7.2
A3952,97,7,7.2
A3953,97,7,7.2
A3981,77,6,6.1
A3982,3,1,1.1
A3983,201,13,13.1
A3984,201,13,13.1
A3989,3,1,1.1
A399,3,1,1.1
A400,2,1,1.1
A401,2,1,1.1
A403,2,1,1.1
A408,2,1,1.1
A409,2,1,1.1
A4101,2,1,1.1
A4102,2,1,1.1
A411,2,1,1.1
A412,2,1,1.1
A413,2,1,1.1
A414,2,1,1.1
A4150,2,1,1.1
A4151,2,1,1.1
A4152,2,1,1.1
A4153,2,1,1.1
A4159,2,1,1.1
A4181,2,1,1.1
A4189,2,1,1.1
A419,2,1,1.1
A420,3,1,1.1
A421,3,1,1.1
A422,3,1,1.1
A427,2,1,1.1
A4281,76,6,6.1
A4282,77,6,6.1
A4289,3,1,1.1
A429,3,1,1.1
A430,122,8,8.1
A431,197,12,12.1
A438,3,1,1.1
A439,3,1,1.1
A440,3,1,1.1
A441,3,1,1.1
A448,3,1,1.1
A449,3,1,1.1
A46,197,12,12.1
A480,3,1,1.1
A481,122,8,8.1
A482,3,1,1.1
A483,3,1,1.1
A484,3,1,1.1
A4851,224,15,15.7
A4852,3,1,1.1
A488,3,1,1.1
A4901,3,1,1.1
A4902,3,1,1.1
A491,3,1,1.1
A492,3,1,1.1
A493,3,1,1.1
A498,3,1,1.1
A499,3,1,1.1
A5001,9,1,1.1
A5002,9,1,1.1
A5003,9,1,1.1
A5004,9,1,1.1
A5005,9,1,1.1
A5006,9,1,1.1
A5007,9,1,1.1
A5008,9,1,1.1
A5009,9,1,1.1
A501,9,1,1.1
A502,9,1,1.1
A5030,9,1,1.1
A5031,9,1,1.1
A5032,9,1,1.1
A5039,9,1,1.1
A5040,9,1,1.1
A5041,9,1,1.1
A5042,9,1,1.1
A5043,9,1,1.1
A5044,9,1,1.1
A5045,9,1,1.1
A5049,9,1,1.1
A5051,9,1,1.1
A5052,9,1,1.1
A5053,9,1,1.1
A5054,9,1,1.1
A5055,9,1,1.1
A5056,9,1,1.1
A5057,9,1,1.1
A5059,9,1,1.1
A506,9,1,1.1
A507,9,1,1.1
A509,9,1,1.1
A510,9,1,1.1
A511,9,1,1.1
A512,9,1,1.1
A5131,9,1,1.1
A5132,9,1,1.1
A5139,9,1,1.1
A5141,9,1,1.1
A5142,9,1,1.1
A5143,9,1,1.1
A5144,9,1,1.1
A5145,9,1,1.1
A5146,9,1,1.1
A5149,9,1,1.1
A515,9,1,1.1
A519,9,1,1.1
A5200,9,1,1.1
A5201,9,1,1.1
A5202,9,1,1.1
A5203,9,1,1.1
A5204,9,1,1.1
A5205,9,1,1.1
A5206,9,1,1.1
A5209,9,1,1.1
A5210,9,1,1.1
A5211,9,1,1.1
A5212,9,1,1.1
A5213,9,1,1.1
A5214,9,1,1.1
A5215,9,1,1.1
A5216,9,1,1.1
A5217,9,1,1.1
A5219,9,1,1.1
A522,9,1,1.1
A523,9,1,1.1
A5271,9,1,1.1
A5272,9,1,1.1
A5273,9,1,1.1
A5274,9,1,1.1
A5275,9,1,1.1
A5276,9,1,1.1
A5277,9,1,1.1
A5278,9,1,1.1
A5279,9,1,1.1
A528,9,1,1.1
A529,9,1,1.1
A530,9,1,1.1
A539,9,1,1.1
A5400,9,1,1.1
A5401,9,1,1.1
A5402,9,1,1.1
A5403,9,1,1.1
A5409,9,1,1.1
A541,9,1,1.1
A5421,9,1,1.1
A5422,9,1,1.1
A5423,9,1,1.1
A5424,9,1,1.1
A5429,9,1,1.1
A5430,9,1,1.1
A5431,9,1,1.1
A5432,9,1,1.1
A5433,9,1,1.1
A5439,9,1,1.1
A5440,9,1,1.1
A5441,9,1,1.1
A5442,9,1,1.1
A5443,9,1,1.1
A5449,9,1,1.1
A545,9,1,1.1
A546,9,1,1.1
A5481,9,1,1.1
A5482,9,1,1.1
A5483,9,1,1.1
A5484,9,1,1.1
A5485,9,1,1.1
A5486,2,1,1.1
A5489,9,1,1.1
A549,9,1,1.1
A55,9,1,1.1
A5600,9,1,1.1
A5601,9,1,1.1
A5602,9,1,1.1
A5609,9,1,1.1
A5611,9,1,1.1
A5619,9,1,1.1
A562,9,1,1.1
A563,9,1,1.1
A564,9,1,1.1
A568,9,1,1.1
A57,9,1,1.1
A58,9,1,1.1
A5900,8,1,1.4
A5901,8,1,1.4
A5902,8,1,1.4
A5903,8,1,1.4
A5909,8,1,1.4
A598,8,1,1.4
A599,8,1,1.4
A6000,7,1,1.3
A6001,7,1,1.3
A6002,7,1,1.3
A6003,7,1,1.3
A6004,7,1,1.3
A6009,7,1,1.3
A601,7,1,1.3
A609,7,1,1.3
A630,7,1,1.3
A638,9,1,1.1
A64,9,1,1.1
A65,8,1,1.4
A660,8,1,1.4
A661,8,1,1.4
A662,8,1,1.4
A663,8,1,1.4
A664,8,1,1.4
A665,8,1,1.4
A666,8,1,1.4
A667,8,1,1.4
A668,8,1,1.4
A669,8,1,1.4
A670,8,1,1.4
A671,8,1,1.4
A672,8,1,1.4
A673,8,1,1.4
A679,8,1,1.4
A680,8,1,1.4
A681,8,1,1.4
A689,8,1,1.4
A690,8,1,1.4
A691,8,1,1.4
A6920,8,1,1.4
A6921,76,6,6.1
A6922,8,1,1.4
A6923,201,13,13.1
A6929,8,1,1.4
A698,8,1,1.4
A699,8,1,1.4
A70,3,1,1.1
A710,90,6,6.7
A711,90,6,6.7
A719,90,6,6.7
A740,90,6,6.7
A7481,148,9,9.6
A7489,3,1,1.1
A749,3,1,1.1
A750,8,1,1.4
A751,8,1,1.4
A752,8,1,1.4
A753,8,1,1.4
A759,8,1,1.4
A770,8,1,1.4
A771,8,1,1.4
A772,8,1,1.4
A773,8,1,1.4
A7740,8,1,1.4
A7741,8,1,1.4
A7749,8,1,1.4
A778,8,1,1.4
A779,8,1,1.4
A78,3,1,1.1
A790,8,1,1.4
A791,8,1,1.4
A7981,8,1,1.4
A7989,8,1,1.4
A799,8,1,1.4
A800,78,6,6.1
A801,78,6,6.1
A802,78,6,6.1
A8030,78,6,6.1
A8039,78,6,6.1
A804,78,6,6.1
A809,78,6,6.1
A8100,78,6,6.1
A8101,78,6,6.1
A8109,78,6,6.1
A811,77,6,6.1
A812,78,6,6.1
A8181,78,6,6.1
A8182,78,6,6.1
A8183,78,6,6.1
A8189,78,6,6.1
A819,78,6,6.1
A820,7,1,1.3
A821,7,1,1.3
A829,7,1,1.3
A830,77,6,6.1
A831,77,6,6.1
A832,77,6,6.1
A833,77,6,6.1
A834,77,6,6.1
A835,77,6,6.1
A836,77,6,6.1
A838,77,6,6.1
A839,77,6,6.1
A840,77,6,6.1
A841,77,6,6.1
A848,77,6,6.1
A849,77,6,6.1
A850,77,6,6.1
A851,77,6,6.1
A852,77,6,6.1
A858,77,6,6.1
A86,77,6,6.1
A870,76,6,6.1
A871,76,6,6.1
A872,76,6,6.1
A878,76,6,6.1
A879,76,6,6.1
A880,78,6,6.1
A881,78,6,6.1
A888,78,6,6.1
A89,77,6,6.1
A90,7,1,1.3
A91,7,1,1.3
A920,7,1,1.3
A921,7,1,1.3
A922,77,6,6.1
A9230,7,1,1.3
A9231,77,6,6.1
A9232,7,1,1.3
A9239,7,1,1.3
A924,7,1,1.3
A925,7,1,1.3
A928,7,1,1.3
A929,7,1,1.3
A930,7,1,1.3
A931,7,1,1.3
A932,7,1,1.3
A938,7,1,1.3
A94,7,1,1.3
A950,7,1,1.3
A951,7,1,1.3
A959,7,1,1.3
A960,7,1,1.3
A961,7,1,1.3
A962,7,1,1.3
A968,7,1,1.3
A969,7,1,1.3
A980,7,1,1.3
A981,7,1,1.3
A982,7,1,1.3
A983,7,1,1.3
A984,7,1,1.3
A985,7,1,1.3
A988,7,1,1.3
A99,7,1,1.3
B000,7,1,1.3
B001,7,1,1.3
B002,7,1,1.3
B003,76,6,6.1
B004,77,6,6.1
B0050,90,6,6.7
B0051,90,6,6.7
B0052,90,6,6.7
B0053,90,6,6.7
B0059,90,6,6.7
B007,2,1,1.1
B0081,7,1,1.3
B0082,7,1,1.3
B0089,7,1,1.3
B009,7,1,1.3
B010,76,6,6.1
B0111,77,6,6.1
B0112,7,1,1.3
B012,122,8,8.1
B0181,7,1,1.3
B0189,7,1,1.3
B019,7,1,1.3
B020,77,6,6.1
B021,76,6,6.1
B0221,7,1,1.3
B0222,7,1,1.3
B0223,7,1,1.3
B0224,7,1,1.3
B0229,7,1,1.3
B0230,90,6,6.7
B0231,90,6,6.7
B0232,90,6,6.7
B0233,90,6,6.7
B0234,90,6,6.7
B0239,90,6,6.7
B027,7,1,1.3
B028,7,1,1.3
B029,7,1,1.3
B03,7,1,1.3
B04,7,1,1.3
B050,77,6,6.1
B051,76,6,6.1
B052,122,8,8.1
B053,92,6,6.8
B054,7,1,1.3
B0581,90,6,6.7
B0589,7,1,1.3
B059,7,1,1.3
B0600,7,1,1.3
B0601,77,6,6.1
B0602,76,6,6.1
B0609,7,1,1.3
B0681,122,8,8.1
B0682,201,13,13.1
B0689,7,1,1.3
B069,7,1,1.3
B070,7,1,1.3
B078,7,1,1.3
B079,7,1,1.3
B08010,7,1,1.3
B08011,7,1,1.3
B0802,7,1,1.3
B0803,7,1,1.3
B0804,7,1,1.3
B0809,7,1,1.3
B081,7,1,1.3
B0820,7,1,1.3
B0821,7,1,1.3
B0822,7,1,1.3
B083,7,1,1.3
B084,7,1,1.3
B085,7,1,1.3
B0860,7,1,1.3
B0861,7,1,1.3
B0862,7,1,1.3
B0869,7,1,1.3
B0870,7,1,1.3
B0871,7,1,1.3
B0872,7,1,1.3
B0879,7,1,1.3
B088,7,1,1.3
B09,7,1,1.3
B1001,77,6,6.1
B1009,77,6,6.1
B1081,7,1,1.3
B1082,7,1,1.3
B1089,7,1,1.3
B150,6,1,1.3
B159,6,1,1.3
B160,6,1,1.3
B161,6,1,1.3
B162,6,1,1.3
B169,6,1,1.3
B170,6,1,1.3
B1710,6,1,1.3
B1711,6,1,1.3
B172,6,1,1.3
B178,6,1,1.3
B179,6,1,1.3
B180,6,1,1.3
B181,6,1,1.3
B182,6,1,1.3
B188,6,1,1.3
B189,6,1,1.3
B190,6,1,1.3
B1910,6,1,1.3
B1911,6,1,1.3
B1920,6,1,1.3
B1921,6,1,1.3
B199,6,1,1.3
B20,5,1,1.3
B250,122,8,8.1
B251,6,1,1.3
B252,7,1,1.3
B258,7,1,1.3
B259,7,1,1.3
B260,7,1,1.3
B261,76,6,6.1
B262,77,6,6.1
B263,7,1,1.3
B2681,6,1,1.3
B2682,97,7,7.2
B2683,156,10,10.1
B2684,7,1,1.3
B2685,201,13,13.1
B2689,7,1,1.3
B269,7,1,1.3
B2700,7,1,1.3
B2701,95,6,6.9
B2702,76,6,6.1
B2709,7,1,1.3
B2710,7,1,1.3
B2711,95,6,6.9
B2712,76,6,6.1
B2719,7,1,1.3
B2780,7,1,1.3
B2781,95,6,6.9
B2782,76,6,6.1
B2789,7,1,1.3
B2790,7,1,1.3
B2791,95,6,6.9
B2792,76,6,6.1
B2799,7,1,1.3
B300,90,6,6.7
B301,90,6,6.7
B302,90,6,6.7
B303,90,6,6.7
B308,90,6,6.7
B309,90,6,6.7
B330,7,1,1.3
B331,7,1,1.3
B3320,97,7,7.2
B3321,97,7,7.2
B3322,97,7,7.2
B3323,97,7,7.2
B3324,97,7,7.2
B333,7,1,1.3
B334,7,1,1.3
B338,7,1,1.3
B340,7,1,1.3
B341,7,1,1.3
B342,7,1,1.3
B343,7,1,1.3
B344,7,1,1.3
B348,7,1,1.3
B349,7,1,1.3
B350,4,1,1.2
B351,4,1,1.2
B352,4,1,1.2
B353,4,1,1.2
B354,4,1,1.2
B355,4,1,1.2
B356,4,1,1.2
B358,4,1,1.2
B359,4,1,1.2
B360,4,1,1.2
B361,4,1,1.2
B362,4,1,1.2
B363,4,1,1.2
B368,4,1,1.2
B369,4,1,1.2
B370,4,1,1.2
B371,122,8,8.1
B372,4,1,1.2
B373,4,1,1.2
B3741,4,1,1.2
B3742,4,1,1.2
B3749,4,1,1.2
B375,76,6,6.1
B376,97,7,7.2
B377,2,1,1.1
B3781,4,1,1.2
B3782,4,1,1.2
B3783,4,1,1.2
B3784,4,1,1.2
B3789,4,1,1.2
B379,4,1,1.2
B380,122,8,8.1
B381,122,8,8.1
B382,122,8,8.1
B383,4,1,1.2
B384,76,6,6.1
B387,4,1,1.2
B3881,4,1,1.2
B3889,4,1,1.2
B389,4,1,1.2
B390,122,8,8.1
B391,122,8,8.1
B392,122,8,8.1
B393,4,1,1.2
B394,4,1,1.2
B395,4,1,1.2
B399,4,1,1.2
B400,4,1,1.2
B401,4,1,1.2
B402,4,1,1.2
B403,4,1,1.2
B407,4,1,1.2
B4081,77,6,6.1
B4089,4,1,1.2
B409,4,1,1.2
B410,4,1,1.2
B417,4,1,1.2
B418,4,1,1.2
B419,4,1,1.2
B420,4,1,1.2
B421,4,1,1.2
B427,4,1,1.2
B4281,4,1,1.2
B4282,4,1,1.2
B4289,4,1,1.2
B429,4,1,1.2
B430,4,1,1.2
B431,4,1,1.2
B432,4,1,1.2
B438,4,1,1.2
B439,4,1,1.2
B440,4,1,1.2
B441,4,1,1.2
B442,4,1,1.2
B447,4,1,1.2
B4481,253,17,17.1
B4489,4,1,1.2
B449,4,1,1.2
B450,4,1,1.2
B451,76,6,6.1
B452,4,1,1.2
B453,4,1,1.2
B457,4,1,1.2
B458,4,1,1.2
B459,4,1,1.2
B460,4,1,1.2
B461,4,1,1.2
B462,4,1,1.2
B463,4,1,1.2
B464,4,1,1.2
B465,4,1,1.2
B468,4,1,1.2
B469,4,1,1.2
B470,4,1,1.2
B471,3,1,1.1
B479,3,1,1.1
B480,4,1,1.2
B481,4,1,1.2
B482,4,1,1.2
B483,4,1,1.2
B484,4,1,1.2
B488,4,1,1.2
B49,4,1,1.2
B500,8,1,1.4
B508,8,1,1.4
B509,8,1,1.4
B510,8,1,1.4
B518,8,1,1.4
B519,8,1,1.4
B520,8,1,1.4
B528,8,1,1.4
B529,8,1,1.4
B530,8,1,1.4
B531,8,1,1.4
B538,8,1,1.4
B54,8,1,1.4
B550,8,1,1.4
B551,8,1,1.4
B552,8,1,1.4
B559,8,1,1.4
B560,8,1,1.4
B561,8,1,1.4
B569,8,1,1.4
B570,8,1,1.4
B571,8,1,1.4
B572,8,1,1.4
B5730,8,1,1.4
B5731,138,9,9.4
B5732,155,9,9.12
B5739,8,1,1.4
B5740,8,1,1.4
B5741,76,6,6.1
B5742,77,6,6.1
B5749,8,1,1.4
B575,8,1,1.4
B5800,8,1,1.4
B5801,90,6,6.7
B5809,90,6,6.7
B581,6,1,1.3
B582,77,6,6.1
B583,122,8,8.1
B5881,97,7,7.2
B5882,8,1,1.4
B5883,8,1,1.4
B5889,8,1,1.4
B589,8,1,1.4
B59,122,8,8.1
B600,8,1,1.4
B6010,8,1,1.4
B6011,77,6,6.1
B6012,8,1,1.4
B6013,8,1,1.4
B6019,8,1,1.4
B602,8,1,1.4
B608,8,1,1.4
B64,8,1,1.4
B650,8,1,1.4
B651,8,1,1.4
B652,8,1,1.4
B653,198,12,12.2
B658,8,1,1.4
B659,8,1,1.4
B660,8,1,1.4
B661,8,1,1.4
B662,8,1,1.4
B663,8,1,1.4
B664,8,1,1.4
B665,8,1,1.4
B668,8,1,1.4
B669,8,1,1.4
B670,8,1,1.4
B671,8,1,1.4
B672,8,1,1.4
B6731,8,1,1.4
B6732,8,1,1.4
B6739,8,1,1.4
B674,8,1,1.4
B675,8,1,1.4
B6761,8,1,1.4
B6769,8,1,1.4
B677,8,1,1.4
B678,8,1,1.4
B6790,8,1,1.4
B6799,8,1,1.4
B680,8,1,1.4
B681,8,1,1.4
B689,8,1,1.4
B690,8,1,1.4
B691,8,1,1.4
B6981,8,1,1.4
B6989,8,1,1.4
B699,8,1,1.4
B700,8,1,1.4
B701,8,1,1.4
B710,8,1,1.4
B711,8,1,1.4
B718,8,1,1.4
B719,8,1,1.4
B72,8,1,1.4
B7300,8,1,1.4
B7301,8,1,1.4
B7302,8,1,1.4
B7309,8,1,1.4
B731,8,1,1.4
B740,8,1,1.4
B741,8,1,1.4
B742,8,1,1.4
B743,8,1,1.4
B744,8,1,1.4
B748,8,1,1.4
B749,8,1,1.4
B75,8,1,1.4
B760,8,1,1.4
B761,8,1,1.4
B768,8,1,1.4
B769,8,1,1.4
B770,8,1,1.4
B7781,122,8,8.1
B7789,8,1,1.4
B779,8,1,1.4
B780,8,1,1.4
B781,8,1,1.4
B787,8,1,1.4
B789,8,1,1.4
B79,8,1,1.4
B80,8,1,1.4
B810,8,1,1.4
B811,8,1,1.4
B812,8,1,1.4
B813,8,1,1.4
B814,8,1,1.4
B818,8,1,1.4
B820,8,1,1.4
B829,8,1,1.4
B830,8,1,1.4
B831,8,1,1.4
B832,8,1,1.4
B833,8,1,1.4
B834,8,1,1.4
B838,8,1,1.4
B839,8,1,1.4
B850,8,1,1.4
B851,8,1,1.4
B852,8,1,1.4
B853,8,1,1.4
B854,8,1,1.4
B86,8,1,1.4
B870,8,1,1.4
B871,8,1,1.4
B872,8,1,1.4
B873,8,1,1.4
B874,8,1,1.4
B8781,8,1,1.4
B8782,8,1,1.4
B8789,8,1,1.4
B879,8,1,1.4
B880,8,1,1.4
B881,8,1,1.4
B882,8,1,1.4
B883,8,1,1.4
B888,8,1,1.4
B889,8,1,1.4
B89,8,1,1.4
B900,1,1,1.1
B901,1,1,1.1
B902,1,1,1.1
B908,1,1,1.1
B909,1,1,1.1
B91,78,6,6.1
B92,8,1,1.4
B940,90,6,6.7
B941,77,6,6.1
B942,6,1,1.3
B948,8,1,1.4
B949,8,1,1.4
B950,3,1,1.1
B951,3,1,1.1
B952,3,1,1.1
B953,3,1,1.1
B954,3,1,1.1
B955,3,1,1.1
B9561,3,1,1.1
B9562,3,1,1.1
B957,3,1,1.1
B958,3,1,1.1
B960,3,1,1.1
B961,3,1,1.1
B9620,3,1,1.1
B9621,3,1,1.1
B9622,3,1,1.1
B9623,3,1,1.1
B9629,3,1,1.1
B963,3,1,1.1
B964,3,1,1.1
B965,3,1,1.1
B966,3,1,1.1
B967,3,1,1.1
B9681,3,1,1.1
B9682,3,1,1.1
B9689,3,1,1.1
B970,7,1,1.3
B9710,7,1,1.3
B9711,7,1,1.3
B9712,7,1,1.3
B9719,7,1,1.3
B9721,7,1,1.3
B9729,7,1,1.3
B9730,7,1,1.3
B9731,7,1,1.3
B9732,7,1,1.3
B9733,7,1,1.3
B9734,7,1,1.3
B9735,5,1,1.3
B9739,7,1,1.3
B974,7,1,1.3
B975,7,1,1.3
B976,7,1,1.3
B977,7,1,1.3
B9781,7,1,1.3
B9789,7,1,1.3
B998,8,1,1.4
B999,8,1,1.4
C000,11,2,2.11
C001,11,2,2.11
C002,11,2,2.11
C003,11,2,2.11
C004,11,2,2.11
C005,11,2,2.11
C006,11,2,2.11
C008,11,2,2.11
C009,11,2,2.11
C01,11,2,2.11
C020,11,2,2.11
C021,11,2,2.11
C022,11,2,2.11
C023,11,2,2.11
C024,11,2,2.11
C028,11,2,2.11
C029,11,2,2.11
C030,11,2,2.11
C031,11,2,2.11
C039,11,2,2.11
C040,11,2,2.11
C041,11,2,2.11
C048,11,2,2.11
C049,11,2,2.11
C050,11,2,2.11
C051,11,2,2.11
C052,11,2,2.11
C058,11,2,2.11
C059,11,2,2.11
C060,11,2,2.11
C061,11,2,2.11
C062,11,2,2.11
C0680,11,2,2.11
C0689,11,2,2.11
C069,11,2,2.11
C07,11,2,2.11
C080,11,2,2.11
C081,11,2,2.11
C089,11,2,2.11
C090,11,2,2.11
C091,11,2,2.11
C098,11,2,2.11
C099,11,2,2.11
C100,11,2,2.11
C101,11,2,2.11
C102,11,2,2.11
C103,11,2,2.11
C104,11,2,2.11
C108,11,2,2.11
C109,11,2,2.11
C110,11,2,2.11
C111,11,2,2.11
C112,11,2,2.11
C113,11,2,2.11
C118,11,2,2.11
C119,11,2,2.11
C12,11,2,2.11
C130,11,2,2.11
C131,11,2,2.11
C132,11,2,2.11
C138,11,2,2.11
C139,11,2,2.11
C140,11,2,2.11
C142,11,2,2.11
C148,11,2,2.11
C153,12,2,2.2
C154,12,2,2.2
C155,12,2,2.2
C158,12,2,2.2
C159,12,2,2.2
C160,13,2,2.2
C161,13,2,2.2
C162,13,2,2.2
C163,13,2,2.2
C164,13,2,2.2
C165,13,2,2.2
C166,13,2,2.2
C168,13,2,2.2
C169,13,2,2.2
C170,18,2,2.2
C171,18,2,2.2
C172,18,2,2.2
C173,18,2,2.2
C178,18,2,2.2
C179,18,2,2.2
C180,14,2,2.1
C181,14,2,2.1
C182,14,2,2.1
C183,14,2,2.1
C184,14,2,2.1
C185,14,2,2.1
C186,14,2,2.1
C187,14,2,2.1
C188,14,2,2.1
C189,14,2,2.1
C19,15,2,2.1
C20,15,2,2.1
C210,15,2,2.1
C211,15,2,2.1
C212,15,2,2.1
C218,15,2,2.1
C220,16,2,2.2
C221,16,2,2.2
C222,16,2,2.2
C223,16,2,2.2
C224,16,2,2.2
C227,16,2,2.2
C228,16,2,2.2
C229,16,2,2.2
C23,18,2,2.2
C240,18,2,2.2
C241,18,2,2.2
C248,18,2,2.2
C249,18,2,2.2
C250,17,2,2.2
C251,17,2,2.2
C252,17,2,2.2
C253,17,2,2.2
C254,17,2,2.2
C257,17,2,2.2
C258,17,2,2.2
C259,17,2,2.2
C260,14,2,2.1
C261,18,2,2.2
C269,18,2,2.2
C300,11,2,2.11
C301,11,2,2.11
C310,11,2,2.11
C311,11,2,2.11
C312,11,2,2.11
C313,11,2,2.11
C318,11,2,2.11
C319,11,2,2.11
C320,11,2,2.11
C321,11,2,2.11
C322,11,2,2.11
C323,11,2,2.11
C328,11,2,2.11
C329,11,2,2.11
C33,20,2,2.11
C3400,19,2,2.3
C3401,19,2,2.3
C3402,19,2,2.3
C3410,19,2,2.3
C3411,19,2,2.3
C3412,19,2,2.3
C342,19,2,2.3
C3430,19,2,2.3
C3431,19,2,2.3
C3432,19,2,2.3
C3480,19,2,2.3
C3481,19,2,2.3
C3482,19,2,2.3
C3490,19,2,2.3
C3491,19,2,2.3
C3492,19,2,2.3
C37,41,2,2.11
C380,41,2,2.11
C381,41,2,2.11
C382,41,2,2.11
C383,41,2,2.11
C384,20,2,2.11
C388,41,2,2.11
C390,20,2,2.11
C399,20,2,2.11
C4000,21,2,2.11
C4001,21,2,2.11
C4002,21,2,2.11
C4010,21,2,2.11
C4011,21,2,2.11
C4012,21,2,2.11
C4020,21,2,2.11
C4021,21,2,2.11
